TANGGAL,KODE BARANG,NAMA BARANG,PENJUALAN,HARGA,CUSTOMER,NO. INVOICE
18-Mar-21,A256,Penghapus Pensil Steadler,110,  3.500 ,PERCETAKAN ADORA SORONG 2,
18-Mar-21,A354,Tip Ex V-tec Biru,141,  4.500 ,PERCETAKAN ADORA SORONG 2,
18-Mar-21,A356,Tinta Spidol Karung,118,  20.000 ,PERCETAKAN ADORA SORONG 2,
18-Mar-21,A389,Tinta E-Print Comp 664 K,120,  90.000 ,PERCETAKAN ADORA SORONG 2,
19-Mar-21,A008,Amplop Coklat Tali Borneo A4,132,  55.000 ,BANK PAPUA JALAN BARU,
19-Mar-21,A015,Amplop Cokelat Polos B5,40,  35.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A024,Binder Clips Kenko 107,121,  4.000 ,KPP PRATAMA KOTA SORONG,
19-Mar-21,A025,Binder Clips Kenko 111,100,  6.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A025,Binder Clips Kenko 111,50,  6.000 ,KPP PRATAMA KOTA SORONG,
19-Mar-21,A048,Block Notes Ria A5 100,8,  65.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A108,Baterai Eveready A2 isi 5,145,  24.000 ,BANK PAPUA JALAN BARU,
19-Mar-21,A119,Correction Tape V-tec Besar,40,  6.000 ,BANK PAPUA JALAN BARU,
19-Mar-21,A146,Double Folio Garis SIDU,74,  55.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A180,Kertas Manila Gulung,122,  38.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A205,Kertas HVS Gulungan Besar,8,  350.000 ,OFFLINE (STORE),
19-Mar-21,A206,Kertas Karbon Folio,34,  55.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A215,Lem Fox Botol Kecil,6,  10.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A215,Lem Fox Botol Kecil,6,  10.000 ,KPP PRATAMA KOTA SORONG,
19-Mar-21,A240,Odner Bintex Besar,92,  31.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A245,Penggaris V-tec 20Cm,15,  2.000 ,BANK PAPUA JALAN BARU,
19-Mar-21,A245,Penggaris V-tec 20Cm,25,  2.000 ,KPP PRATAMA KOTA SORONG,
19-Mar-21,A253,Pembolong Kertas Besar Joyko,149,  22.000 ,DISDUKCAPIL - KOTA SORONG,
19-Mar-21,A256,Penghapus Pensil Steadler,50,  3.500 ,KPP PRATAMA KOTA SORONG,
19-Mar-21,A336,Stabilo Bos Sedang,107,  14.000 ,KPP PRATAMA KOTA SORONG,
20-Mar-21,A015,Amplop Cokelat Polos B5,61,  35.000 ,GRAPARI,
20-Mar-21,A021,Binder Clips Joyko 200,144,  12.000 ,GRAPARI,
20-Mar-21,A025,Binder Clips Kenko 111,20,  6.000 ,GRAPARI,
20-Mar-21,A113,Box File Joyko Plastik,134,  14.000 ,PENGETIKAN JAWA TIMUR 4,
20-Mar-21,A125,Cutter Hore A-300,111,  5.500 ,GRAPARI,
20-Mar-21,A125,Cutter Hore A-300,120,  5.500 ,GRAPARI,
20-Mar-21,A170,Kertas Sidu A4 70 Gsm,6,  47.000 ,GRAPARI,
20-Mar-21,A200,Kertas Sticker Vinyl A3,57,  240.000 ,GRAPARI,
20-Mar-21,A211,Lem Kertas Dlukol Kecil,54,  4.000 ,GRAPARI,
20-Mar-21,A215,Lem Fox Botol Kecil,25,  10.000 ,PENGETIKAN JAWA TIMUR 4,
20-Mar-21,A216,Lem Fox Botol Sedang,35,  16.000 ,PENGETIKAN JAWA TIMUR 4,
20-Mar-21,A228,Mika Transparant A4,38,  38.000 ,PENGETIKAN JAWA TIMUR 4,
20-Mar-21,A245,Penggaris V-tec 20Cm,20,  2.000 ,GRAPARI,
20-Mar-21,A289,Pulpen Boxi Hitam,116,  10.000 ,PENGETIKAN JAWA TIMUR 4,
22-Mar-21,A001,Amplop PPL 90PPS,10,  26.000 ,SD INPRES SORONG,
22-Mar-21,A004,Amplop Garda 104 PPS,107,  17.000 ,SD INPRES SORONG,
22-Mar-21,A005,Amplop Merpati 90 PPS,80,  23.000 ,AMIRA STATIONERY,
22-Mar-21,A007,Amplop Cokelat Tali Borneo F4,147,  68.000 ,AMIRA STATIONERY,
22-Mar-21,A009,Amplop Cokelat Tali Borneo B5,81,  38.000 ,AMIRA STATIONERY,
22-Mar-21,A013,Amplop Cokelat Polos Borneo F4,12,  55.000 ,SD INPRES SORONG,
22-Mar-21,A015,Amplop Cokelat Polos B5,35,  35.000 ,SD INPRES SORONG,
22-Mar-21,A022,Binder Clips Joyko 260,94,  18.500 ,SD INPRES SORONG,
22-Mar-21,A023,Binder Clips Kenko 105,65,  4.000 ,SD INPRES SORONG,
22-Mar-21,A046,Block Notes RIA A5 25,102,  25.000 ,AMIRA STATIONERY,
22-Mar-21,A102,Baterai Alkaline A3,32,  15.000 ,SD INPRES SORONG,
22-Mar-21,A105,Baterai Eveready A3 isi 10,28,  40.000 ,AMIRA STATIONERY,
22-Mar-21,A105,Baterai Eveready A3 isi 10,17,  40.000 ,AMIRA STATIONERY,
22-Mar-21,A112,Box File Borneo Plastik,103,  13.500 ,AMIRA STATIONERY,
22-Mar-21,A116,Correction Tape Joyko Kecil,25,  3.600 ,AMIRA STATIONERY,
22-Mar-21,A117,Correction Tape Joyko Merah,24,  4.000 ,SUPM KOTA SORONG,
22-Mar-21,A119,Correction Tape V-tec Besar,82,  6.000 ,SUPM KOTA SORONG,
22-Mar-21,A126,Cutter Xianjiang L-500 Renceng,32,  30.000 ,AMIRA STATIONERY,
22-Mar-21,A158,Isi Cutter Joyko A-300,20,  3.000 ,AMIRA STATIONERY,
22-Mar-21,A170,Kertas Sidu A4 70 Gsm,5,  47.000 ,SD INPRES SORONG,
22-Mar-21,A215,Lem Fox Botol Kecil,6,  10.000 ,SUPM KOTA SORONG,
22-Mar-21,A221,Lem UHU Stick Sedang,20,  23.000 ,SUPM KOTA SORONG,
22-Mar-21,A224,Lem Power Glue Kecil,36,  2.500 ,SD INPRES SORONG,
22-Mar-21,A228,Mika Transparant A4,10,  38.000 ,SD INPRES SORONG,
22-Mar-21,A246,Penggaris V-tec 30Cm,35,  3.000 ,SUPM KOTA SORONG,
22-Mar-21,A248,Penggaris Besi 30Cm,66,  14.000 ,AMIRA STATIONERY,
22-Mar-21,A248,Penggaris Besi 30Cm,108,  14.000 ,SUPM KOTA SORONG,
22-Mar-21,A258,Penghapus Pensil FC,138,  2.500 ,SUPM KOTA SORONG,
22-Mar-21,A316,Solatib Kabel Daichi,93,  3.000 ,AMIRA STATIONERY,
22-Mar-21,A326,Staples Etona no.10,135,  4.500 ,SD INPRES SORONG,
22-Mar-21,A355,Tinta Spidol Snowman,29,  17.000 ,SUPM KOTA SORONG,
22-Mar-21,A365,White Board Sedang Joyko,68,  300.000 ,SUPM KOTA SORONG,
22-Mar-21,A387,Tinta E-Print Comp 664 M,87,  90.000 ,SD INPRES SORONG,
23-Mar-21,A013,Amplop Cokelat Polos Borneo F4,50,  55.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A025,Binder Clips Kenko 111,10,  6.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A085,Buku Kwitansi PPl Besar,78,  90.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A147,Folder File Borneo F4,112,  15.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A153,Gunting Joyko Besar,84,  20.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A159,Isi Cutter Hore L-500,21,  5.000 ,KPP PRATAMA KOTA SORONG,
23-Mar-21,A215,Lem Fox Botol Kecil,5,  10.000 ,KPP PRATAMA KOTA SORONG,
23-Mar-21,A225,Lem Fox Aibon Kaleng Kecil,2,  12.000 ,KPP PRATAMA KOTA SORONG,
23-Mar-21,A234,Map Tali Plastik,16,  53.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A245,Penggaris V-tec 20Cm,20,  2.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A246,Penggaris V-tec 30Cm,30,  3.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A248,Penggaris Besi 30Cm,43,  14.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A258,Penghapus Pensil FC,26,  2.500 ,KPP PRATAMA KOTA SORONG,
23-Mar-21,A358,Tali Rafia Kecil,19,  3.000 ,KPP PRATAMA KOTA SORONG,
23-Mar-21,A369,Toner Laser Jet HP 26 A,139,  360.000 ,DINAS KESEHATAN - TAMBRAUW,
23-Mar-21,A369,Toner Laser Jet HP 26 A,85,  360.000 ,KPP PRATAMA KOTA SORONG,
24-Mar-21,A056,Buku Tulis Kiky 38,10,  42.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A176,Kertas Sidu A4 80 Gsm,22,  51.500 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A246,Penggaris V-tec 30Cm,40,  3.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A247,Penggaris V-Tec 50Cm,148,  5.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A249,Penggaris Besi 50Cm,43,  20.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A251,Penggaris Kayu 100Cm,127,  30.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A253,Pembolong Kertas Besar Joyko,30,  22.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A256,Penghapus Pensil Steadler,100,  3.500 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A274,Pulpen Snowman V5 Hitam,87,  4.500 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A331,Steples Tembak Bsar,123,  20.000 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A335,Stabilo Boss Kecil,139,  8.500 ,DINAS PENDIDIKAN - KAB. SORONG,
24-Mar-21,A346,Tempat Pensil Joyko Rak,25,  20.000 ,DINAS PENDIDIKAN - KAB. SORONG,
25-Mar-21,A007,Amplop Cokelat Tali Borneo F4,16,  68.000 ,UPT. PLN ,
25-Mar-21,A015,Amplop Cokelat Polos B5,25,  35.000 ,UPT. PLN ,
25-Mar-21,A024,Binder Clips Kenko 107,148,  4.000 ,UPT. PLN ,
25-Mar-21,A025,Binder Clips Kenko 111,50,  6.000 ,UPT. PLN ,
25-Mar-21,A026,Binder Clips Kenko 155,103,  7.000 ,UPT. PLN ,
25-Mar-21,A111,Baterai Eveready A2,68,  2.000 ,UPT. PLN ,
25-Mar-21,A126,Cutter Xianjiang L-500 Renceng,148,  30.000 ,FOTOCOPY ANINDA,
25-Mar-21,A135,"Double Tape 1/5"" Daimaru",20,  5.000 ,UPT. PLN ,
25-Mar-21,A135,"Double Tape 1/5"" Daimaru",52,  5.000 ,FOTOCOPY ANINDA,
25-Mar-21,A145,"Double Tape 2"" Busa 3M",140,  38.000 ,FOTOCOPY ANINDA,
25-Mar-21,A148,Folder File Borneo A4,49,  13.000 ,FOTOCOPY ANINDA,
25-Mar-21,A156,Gantungan Kunci Bulat,55,  1.000 ,FOTOCOPY ANINDA,
25-Mar-21,A164,Jangkar Joyko,93,  15.000 ,FOTOCOPY ANINDA,
25-Mar-21,A176,Kertas Sidu A4 80 Gsm,25,  51.500 ,FOTOCOPY ANINDA,
25-Mar-21,A188,Kertas Photo Glosy Epson A4,125,  26.000 ,UPT. PLN ,
25-Mar-21,A222,Lem Joyko Stick Kecil,116,  4.000 ,UPT. PLN ,
25-Mar-21,A248,Penggaris Besi 30Cm,39,  14.000 ,FOTOCOPY ANINDA,
25-Mar-21,A286,Pulpen Drawing 0.4 Hitam,40,  10.000 ,FOTOCOPY ANINDA,
25-Mar-21,A289,Pulpen Boxi Hitam,116,  10.000 ,FOTOCOPY ANINDA,
25-Mar-21,A298,Plastik Laminating A3 Joyko,136,  245.000 ,FOTOCOPY ANINDA,
25-Mar-21,A345,Tempat Pensil Joyko Sleting,24,  14.000 ,UPT. PLN ,
26-Mar-21,A032,Binder Clips V-tec 155,37,  6.500 ,BP2IP SORONG,
26-Mar-21,A058,Buku Tulis Kiky 100,101,  59.000 ,BP2IP SORONG,
26-Mar-21,A065,Buku Octavo PPL 50,100,  25.000 ,BP2IP SORONG,
26-Mar-21,A102,Baterai Alkaline A3,36,  15.000 ,SUPM KOTA SORONG,
26-Mar-21,A122,Cutter Vtec- L500,76,  14.000 ,OFFLINE (STORE),
26-Mar-21,A123,Cutter Vtec A-300,44,  7.000 ,BP2IP SORONG,
26-Mar-21,A124,Cutter Hore L-500,92,  12.000 ,SUPM KOTA SORONG,
26-Mar-21,A125,Cutter Hore A-300,91,  5.500 ,BP2IP SORONG,
26-Mar-21,A146,Double Folio Garis SIDU,111,  55.000 ,BP2IP SORONG,
26-Mar-21,A147,Folder File Borneo F4,134,  15.000 ,BP2IP SORONG,
26-Mar-21,A158,Isi Cutter Joyko A-300,37,  3.000 ,SUPM KOTA SORONG,
26-Mar-21,A159,Isi Cutter Hore L-500,51,  5.000 ,BP2IP SORONG,
26-Mar-21,A215,Lem Fox Botol Kecil,20,  10.000 ,OFFLINE (STORE),
26-Mar-21,A224,Lem Power Glue Kecil,60,  2.500 ,BP2IP SORONG,
26-Mar-21,A259,Pensil 2B Joyko,18,  4.000 ,OFFLINE (STORE),
27-Mar-21,A013,Amplop Cokelat Polos Borneo F4,30,  55.000 ,PERCETAKAN ADORA SORONG AIMAS 2,
27-Mar-21,A205,Kertas HVS Gulungan Besar,38,  350.000 ,PERCETAKAN ADORA SORONG AIMAS 2,
27-Mar-21,A209,Kertas Continous Form 3Ply SIDU,149,  345.000 ,BLK KOTA SORONG,
27-Mar-21,A215,Lem Fox Botol Kecil,25,  10.000 ,BLK KOTA SORONG,
27-Mar-21,A221,Lem UHU Stick Sedang,75,  23.000 ,PERCETAKAN ADORA SORONG AIMAS 2,
27-Mar-21,A224,Lem Power Glue Kecil,15,  2.500 ,KPP PRATAMA KOTA SORONG,
27-Mar-21,A248,Penggaris Besi 30Cm,139,  14.000 ,BLK KOTA SORONG,
27-Mar-21,A256,Penghapus Pensil Steadler,120,  3.500 ,SUPM KOTA SORONG,
27-Mar-21,A256,Penghapus Pensil Steadler,100,  3.500 ,PERCETAKAN ADORA SORONG AIMAS 2,
27-Mar-21,A288,Pulpen Zebra hitam,96,  5.500 ,BLK KOTA SORONG,
27-Mar-21,A348,Tip Ex Joyko Merah,50,  6.000 ,BLK KOTA SORONG,
29-Mar-21,A025,Binder Clips Kenko 111,40,  6.000 ,PT. ANJ,
29-Mar-21,A027,Binder Clips Kenko 200,100,  12.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A089,Buku Gambar SIDU A3,99,  57.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A115,Box File Joyko Kawat,9,  27.500 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A118,Correction Tape V-tec Kecil,40,  3.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A135,"Double Tape 1/5"" Daimaru",10,  5.000 ,PT. ANJ,
29-Mar-21,A145,"Double Tape 2"" Busa 3M",28,  38.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A153,Gunting Joyko Besar,42,  20.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A156,Gantungan Kunci Bulat,40,  1.000 ,PT. ANJ,
29-Mar-21,A170,Kertas Sidu A4 70 Gsm,25,  47.000 ,PT. ANJ,
29-Mar-21,A199,Kertas Sticker Vinyl F4,87,  100.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A241,Odner Bintex F4,133,  28.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A246,Penggaris V-tec 30Cm,12,  3.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A248,Penggaris Besi 30Cm,14,  14.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
29-Mar-21,A347,Tempat Pensil Joyko Bag,45,  25.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
30-Mar-21,A045,Block Notes PPL A5 100,33,  70.000 ,DISDUKCAPIL - KOTA SORONG,
30-Mar-21,A118,Correction Tape V-tec Kecil,20,  3.000 ,BEA CUKAI,
30-Mar-21,A155,Gunting Seng Besar,6,  25.000 ,DISDUKCAPIL - KOTA SORONG,
30-Mar-21,A221,Lem UHU Stick Sedang,20,  23.000 ,DISDUKCAPIL - KOTA SORONG,
30-Mar-21,A224,Lem Power Glue Kecil,35,  2.500 ,DISDUKCAPIL - KOTA SORONG,
30-Mar-21,A225,Lem Fox Aibon Kaleng Kecil,2,  12.000 ,DISDUKCAPIL - KOTA SORONG,
30-Mar-21,A240,Odner Bintex Besar,65,  31.000 ,BEA CUKAI,
30-Mar-21,A256,Penghapus Pensil Steadler,46,  3.500 ,BEA CUKAI,
30-Mar-21,A278,Pulpen Standart AE 7 Biru ,12,  3.000 ,BEA CUKAI,
30-Mar-21,A346,Tempat Pensil Joyko Rak,16,  20.000 ,BEA CUKAI,
31-Mar-21,A001,Amplop PPL 90PPS,40,  26.000 ,AMIRA STATIONERY,
31-Mar-21,A025,Binder Clips Kenko 111,72,  6.000 ,AMIRA STATIONERY,
31-Mar-21,A112,Box File Borneo Plastik,134,  13.500 ,AMIRA STATIONERY,
31-Mar-21,A116,Correction Tape Joyko Kecil,67,  3.600 ,AMIRA STATIONERY,
31-Mar-21,A125,Cutter Hore A-300,102,  5.500 ,AMIRA STATIONERY,
31-Mar-21,A156,Gantungan Kunci Bulat,30,  1.000 ,AMIRA STATIONERY,
31-Mar-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,AMIRA STATIONERY,
31-Mar-21,A226,Lem Aica Aibon Kaleng Kecil,120,  15.000 ,AMIRA STATIONERY,
31-Mar-21,A235,Map Daichi L,73,  55.000 ,AMIRA STATIONERY,
31-Mar-21,A236,Opp Lakban Bening Tipis Borneo,88,  10.000 ,AMIRA STATIONERY,
31-Mar-21,A244,Penggaris ButterFly 20Cm,143,  2.500 ,AMIRA STATIONERY,
31-Mar-21,A246,Penggaris V-tec 30Cm,70,  3.000 ,AMIRA STATIONERY,
31-Mar-21,A248,Penggaris Besi 30Cm,55,  14.000 ,AMIRA STATIONERY,
31-Mar-21,A250,Penggaris Besi 100Cm,7,  35.000 ,AMIRA STATIONERY,
1-Apr-21,A001,Amplop PPL 90PPS,15,  26.000 ,SUPM KOTA SORONG,
1-Apr-21,A107,Baterai Eveready A3,75,  2.000 ,,
1-Apr-21,A115,Box File Joyko Kawat,24,  27.500 ,,
1-Apr-21,A118,Correction Tape V-tec Kecil,20,  3.000 ,,
1-Apr-21,A125,Cutter Hore A-300,12,  5.500 ,,
1-Apr-21,A156,Gantungan Kunci Bulat,20,  1.000 ,,
1-Apr-21,A170,Kertas Sidu A4 70 Gsm,25,  47.000 ,,
1-Apr-21,A171,Kertas SIDU F4 70 Gsm,23,  51.500 ,,
1-Apr-21,A215,Lem Fox Botol Kecil,10,  10.000 ,,
1-Apr-21,A222,Lem Joyko Stick Kecil,40,  4.000 ,,
1-Apr-21,A243,Penggaris ButterFly 30Cm,30,  4.000 ,,
1-Apr-21,A245,Penggaris V-tec 20Cm,20,  2.000 ,,
1-Apr-21,A255,Pengghapus White Board,30,  11.000 ,,
3-Apr-21,A002,Amplop PPL 104PPS,20,  18.000 ,,
3-Apr-21,A013,Amplop Cokelat Polos Borneo F4,20,  55.000 ,,
3-Apr-21,A016,Amplop Cokelat Polos Gaji,24,  30.000 ,,
3-Apr-21,A105,Baterai Eveready A3 isi 10,40,  40.000 ,,
3-Apr-21,A108,Baterai Eveready A2 isi 5,56,  24.000 ,,
3-Apr-21,A114,Box File Borneo Kawat,36,  22.500 ,,
3-Apr-21,A115,Box File Joyko Kawat,10,  27.500 ,,
3-Apr-21,A144,Double Tape 1.1/5 Busa 3M,25,  20.000 ,,
3-Apr-21,A144,Double Tape 1.1/5 Busa 3M,24,  20.000 ,,
3-Apr-21,A225,Lem Fox Aibon Kaleng Kecil,11,  12.000 ,,
3-Apr-21,A245,Penggaris V-tec 20Cm,8,  2.000 ,,
3-Apr-21,A246,Penggaris V-tec 30Cm,30,  3.000 ,,
3-Apr-21,A246,Penggaris V-tec 30Cm,5,  3.000 ,,
3-Apr-21,A246,Penggaris V-tec 30Cm,12,  3.000 ,,
3-Apr-21,A278,Pulpen Standart AE 7 Biru ,48,  3.000 ,,
3-Apr-21,A314,Solatip Nachi Kecil,128,  3.500 ,,
3-Apr-21,A346,Tempat Pensil Joyko Rak,86,  20.000 ,,
5-Apr-21,A118,Correction Tape V-tec Kecil,30,  3.000 ,,
5-Apr-21,A211,Lem Kertas Dlukol Kecil,149,  4.000 ,,
5-Apr-21,A215,Lem Fox Botol Kecil,24,  10.000 ,,
5-Apr-21,A216,Lem Fox Botol Sedang,10,  16.000 ,,
5-Apr-21,A226,Lem Aica Aibon Kaleng Kecil,100,  15.000 ,,
5-Apr-21,A227,Lem Tembak Joyko isi 5,90,  20.000 ,,
5-Apr-21,A245,Penggaris V-tec 20Cm,12,  2.000 ,,
5-Apr-21,A246,Penggaris V-tec 30Cm,34,  3.000 ,,
5-Apr-21,A246,Penggaris V-tec 30Cm,50,  3.000 ,,
5-Apr-21,A266,Pulpen Faster C600 Hitam,75,  3.500 ,,
5-Apr-21,A346,Tempat Pensil Joyko Rak,73,  20.000 ,,
6-Apr-21,A048,Block Notes Ria A5 100,41,  65.000 ,,
6-Apr-21,A117,Correction Tape Joyko Merah,23,  4.000 ,,
6-Apr-21,A147,Folder File Borneo F4,141,  15.000 ,,
6-Apr-21,A149,Gunting M-2000 Kecil,146,  8.000 ,,
6-Apr-21,A216,Lem Fox Botol Sedang,26,  16.000 ,,
6-Apr-21,A216,Lem Fox Botol Sedang,24,  16.000 ,,
6-Apr-21,A218,Lem Fox Stick,20,  12.000 ,,
6-Apr-21,A224,Lem Power Glue Kecil,40,  2.500 ,,
6-Apr-21,A246,Penggaris V-tec 30Cm,24,  3.000 ,,
6-Apr-21,A247,Penggaris V-Tec 50Cm,125,  5.000 ,,
6-Apr-21,A248,Penggaris Besi 30Cm,10,  14.000 ,,
6-Apr-21,A321,Stapler Joyko Mini,90,  5.000 ,,
6-Apr-21,A333,Stabilo Joyko Mini,124,  3.000 ,,
6-Apr-21,A335,Stabilo Boss Kecil,21,  8.500 ,,
7-Apr-21,A005,Amplop Merpati 90 PPS,19,  23.000 ,,
8-Apr-21,A012,Amplop Cokelat Tali Envlope B5,142,  47.000 ,,
8-Apr-21,A105,Baterai Eveready A3 isi 10,24,  40.000 ,,
8-Apr-21,A114,Box File Borneo Kawat,131,  22.500 ,,
8-Apr-21,A117,Correction Tape Joyko Merah,70,  4.000 ,,
8-Apr-21,A118,Correction Tape V-tec Kecil,21,  3.000 ,,
8-Apr-21,A125,Cutter Hore A-300,14,  5.500 ,,
8-Apr-21,A170,Kertas Sidu A4 70 Gsm,23,  47.000 ,,
8-Apr-21,A184,Kertas Buffalo Lembar Besar,130,  13.000 ,,
8-Apr-21,A206,Kertas Karbon Folio,138,  55.000 ,,
8-Apr-21,A215,Lem Fox Botol Kecil,10,  10.000 ,,
8-Apr-21,A215,Lem Fox Botol Kecil,7,  10.000 ,,
8-Apr-21,A216,Lem Fox Botol Sedang,36,  16.000 ,,
9-Apr-21,A002,Amplop PPL 104PPS,25,  18.000 ,,
9-Apr-21,A016,Amplop Cokelat Polos Gaji,8,  30.000 ,,
9-Apr-21,A105,Baterai Eveready A3 isi 10,23,  40.000 ,,
9-Apr-21,A108,Baterai Eveready A2 isi 5,138,  24.000 ,,
9-Apr-21,A114,Box File Borneo Kawat,14,  22.500 ,,
9-Apr-21,A115,Box File Joyko Kawat,10,  27.500 ,,
9-Apr-21,A144,Double Tape 1.1/5 Busa 3M,24,  20.000 ,,
9-Apr-21,A144,Double Tape 1.1/5 Busa 3M,10,  20.000 ,,
9-Apr-21,A156,Gantungan Kunci Bulat,10,  1.000 ,,
9-Apr-21,A225,Lem Fox Aibon Kaleng Kecil,8,  12.000 ,,
9-Apr-21,A245,Penggaris V-tec 20Cm,25,  2.000 ,,
9-Apr-21,A278,Pulpen Standart AE 7 Biru ,137,  3.000 ,,
9-Apr-21,A346,Tempat Pensil Joyko Rak,22,  20.000 ,,
10-Apr-21,A005,Amplop Merpati 90 PPS,25,  23.000 ,,
10-Apr-21,A012,Amplop Cokelat Tali Envlope B5,59,  47.000 ,,
10-Apr-21,A013,Amplop Cokelat Polos Borneo F4,34,  55.000 ,,
10-Apr-21,A048,Block Notes Ria A5 100,66,  65.000 ,,
10-Apr-21,A105,Baterai Eveready A3 isi 10,36,  40.000 ,,
10-Apr-21,A114,Box File Borneo Kawat,38,  22.500 ,,
10-Apr-21,A117,Correction Tape Joyko Merah,40,  4.000 ,,
10-Apr-21,A118,Correction Tape V-tec Kecil,28,  3.000 ,,
10-Apr-21,A125,Cutter Hore A-300,20,  5.500 ,,
10-Apr-21,A170,Kertas Sidu A4 70 Gsm,30,  47.000 ,,
10-Apr-21,A184,Kertas Buffalo Lembar Besar,40,  13.000 ,,
10-Apr-21,A206,Kertas Karbon Folio,50,  55.000 ,,
10-Apr-21,A215,Lem Fox Botol Kecil,24,  10.000 ,,
10-Apr-21,A216,Lem Fox Botol Sedang,10,  16.000 ,,
10-Apr-21,A218,Lem Fox Stick,14,  12.000 ,,
10-Apr-21,A314,Solatip Nachi Kecil,104,  3.500 ,,
12-Apr-21,A001,Amplop PPL 90PPS,45,  26.000 ,,
12-Apr-21,A118,Correction Tape V-tec Kecil,40,  3.000 ,,
12-Apr-21,A125,Cutter Hore A-300,17,  5.500 ,,
12-Apr-21,A144,Double Tape 1.1/5 Busa 3M,30,  20.000 ,,
12-Apr-21,A144,Double Tape 1.1/5 Busa 3M,11,  20.000 ,,
12-Apr-21,A243,Penggaris ButterFly 30Cm,40,  4.000 ,,
12-Apr-21,A245,Penggaris V-tec 20Cm,24,  2.000 ,,
12-Apr-21,A246,Penggaris V-tec 30Cm,30,  3.000 ,,
12-Apr-21,A255,Pengghapus White Board,25,  11.000 ,,
13-Apr-21,A001,Amplop PPL 90PPS,30,  26.000 ,,
13-Apr-21,A105,Baterai Eveready A3 isi 10,21,  40.000 ,,
13-Apr-21,A114,Box File Borneo Kawat,40,  22.500 ,,
13-Apr-21,A118,Correction Tape V-tec Kecil,24,  3.000 ,,
13-Apr-21,A125,Cutter Hore A-300,12,  5.500 ,,
13-Apr-21,A156,Gantungan Kunci Bulat,12,  1.000 ,,
13-Apr-21,A215,Lem Fox Botol Kecil,11,  10.000 ,,
13-Apr-21,A222,Lem Joyko Stick Kecil,40,  4.000 ,,
13-Apr-21,A243,Penggaris ButterFly 30Cm,75,  4.000 ,,
13-Apr-21,A245,Penggaris V-tec 20Cm,23,  2.000 ,,
13-Apr-21,A255,Pengghapus White Board,20,  11.000 ,,
13-Apr-21,A278,Pulpen Standart AE 7 Biru ,23,  3.000 ,,
14-Apr-21,A001,Amplop PPL 90PPS,10,  26.000 ,,
14-Apr-21,A105,Baterai Eveready A3 isi 10,8,  40.000 ,,
14-Apr-21,A114,Box File Borneo Kawat,24,  22.500 ,,
14-Apr-21,A118,Correction Tape V-tec Kecil,12,  3.000 ,,
14-Apr-21,A144,Double Tape 1.1/5 Busa 3M,12,  20.000 ,,
14-Apr-21,A171,Kertas SIDU F4 70 Gsm,50,  51.500 ,,
14-Apr-21,A215,Lem Fox Botol Kecil,22,  10.000 ,,
